title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Annual Report,"$174,000 ","$70,000 ","$90,000 ",Signed on Overlap,"24.00"" x 20.00""",2002,Acrylic / Linen,359,"Christie's New York, Rockefeller Center",11/9/05
Study for Flag,"$180,000 ","$30,000 ","$40,000 ",Signed Lower Right,"5.15"" x 20.50""",1999,Mixed Media / Paper,361,"Christie's New York, Rockefeller Center",11/9/05
Nerves,"$132,000 ","$70,000 ","$90,000 ",Signed Lower Right,"38.50"" x 58.00""",1985,Drybrush / Paper,362,"Christie's New York, Rockefeller Center",11/9/05
Howl,"$120,000 ","$80,000 ","$100,000 ",Signed Lower Right,"46.00"" x 34.00""",1986,Mixed Media / Paper,363,"Christie's New York, Rockefeller Center",11/9/05
Hollywood Study #3,"$553,600 ","$350,000 ","$450,000 ",Signed Lower Left,"12.20"" x 40.70""",1968,Mixed Media / Paper,67,"Christie's New York, Rockefeller Center",11/8/05
Flag,"$1,584,000 ","$800,000 ","$1,200,000 ",Signed on Reverse,"37.70"" x 126.70""",1999,Acrylic / Canvas,69,"Christie's New York, Rockefeller Center",11/8/05
Untitled (Grapes/Censor),"$35,250 ","$30,000 ","$40,000 ",Signed on Reverse,"10.00"" x 11.00""",1994,Acrylic / Linen,132,Bonhams California,11/6/05
"Cliffs, bluffs and steamy lowlands","$107,500Â Â (Â£65,000)","$49,620Â Â (Â£30,000)","$66,160Â Â (Â£40,000)",Signed and Dated,"22.44"" x 28.35""",1977,Pastel / Paper,103,"Christie's London, King Street",6/24/05
Pepper spots,"$69,460Â Â (Â£42,000)","$57,890Â Â (Â£35,000)","$74,430Â Â (Â£45,000)",Signed Initials,"11.81"" x 29.13""",1972,Pastel / Paper,217,"Christie's London, King Street",6/24/05
KIDNEY BEANS ON GALVANISED STEEL,"$142,140Â Â (Â£78,000)","$51,020Â Â (Â£28,000)","$63,780Â Â (Â£35,000)",Signed,"13.98"" x 22.76""",1974,Mixed Media / Paper,138,"Sotheby's London, New Bond Street",6/23/05
SENORITA,"$259,500Â Â (Â£142,400)","$91,120Â Â (Â£50,000)","$145,780Â Â (Â£80,000)",Signed and Dated,"59.25"" x 39.88""",not given,Mixed Media / Paper,139,"Sotheby's London, New Bond Street",6/23/05
AVERAGES,"$834,120Â Â (Â£456,000)","$548,760Â Â (Â£300,000)","$731,680Â Â (Â£400,000)",Signed,"32.01"" x 120.00""",1987,Acrylic / Canvas,47,"Sotheby's London, New Bond Street",6/22/05
It's Payback Time,"$54,000 ","$8,000 ","$12,000 ",Signed on Reverse,"17.00"" x 16.00""",1997,Acrylic / Linen,351,Phillips de Pury & Co. (see Phillips),5/13/05
Made In The USA,"$240,000 ","$120,000 ","$180,000 ",Signed on Reverse,"22.70"" x 28.70""",1976,Mixed Media / Paper,33,Phillips de Pury & Co. (see Phillips),5/12/05
Do Az I Do,"$464,000 ","$400,000 ","$600,000 ",Signed on Reverse,"55.00"" x 74.00""",1988,Acrylic / Canvas,270,"Christie's New York, Rockefeller Center",5/12/05
Spinning of Z's,"$144,000 ","$60,000 ","$80,000 ",Signed,"40.00"" x 60.00""",1985,Mixed Media / Paper,286,"Christie's New York, Rockefeller Center",5/12/05
Nice Destiny,"$144,000 ","$60,000 ","$80,000 ",Signed,"39.70"" x 60.00""",1989,Acrylic / Paper,287,"Christie's New York, Rockefeller Center",5/12/05
Light (Part 1),"$520,000 ","$500,000 ","$700,000 ",Unsigned,"62.00"" x 139.00""",1989,Acrylic / Canvas,289,"Christie's New York, Rockefeller Center",5/12/05
MIX,"$138,000 ","$40,000 ","$60,000 ",Signed,"40.00"" x 60.00""",1988,Mixed Media / Paper,302,"Christie's New York, Rockefeller Center",5/12/05
Bunny,"$102,000 ","$60,000 ","$80,000 ",Signed,"46.00"" x 33.50""",1986,Acrylic / Paper,303,"Christie's New York, Rockefeller Center",5/12/05
It's payback time,"$45,000 ","$8,000 ","$12,000 ",Signed and Dated,"17.00"" x 16.00""",1997,Acrylic,351,Phillips de Pury & Co. (see Phillips),5/12/05
The Amazing Earth,"$800,000 ","$500,000 ","$700,000 ",Signed on Reverse,"64.00"" x 64.00""",1984,Oil / Canvas,76,"Christie's New York, Rockefeller Center",5/11/05
Very True,"$96,000 ","$30,000 ","$40,000 ",Unsigned,"22.50"" x 30.00""",1973,Pastel / Paper,208,Sotheby's New York,5/11/05
Mr. Innocent Bystander,"$114,000 ","$50,000 ","$70,000 ",Signed,"22.00"" x 28.00""",1984,Pastel / Paper,209,Sotheby's New York,5/11/05
Face Shield,"$90,000 ","$50,000 ","$70,000 ",Unsigned,"11.10"" x 28.50""",1974,Watercolor / Paper,241,Sotheby's New York,5/11/05
Mysteries,"$800,000 ","$700,000 ","$900,000 ",Signed on Reverse,"46.00"" x 80.00""",1988,Acrylic / Canvas,43,Sotheby's New York,5/10/05
F(Pulling),"$21,150 ","$20,000 ","$30,000 ",Signed,"4.00"" x 5.50""",1993,Mixed Media / Paper,110,Bonhams California,5/1/05
"F(Pulling), 1993","$21,150 ",n/a,n/a,Signed and Dated,"4.00"" x 5.50""",1993,Pastel  and pencil / Paper,110,Bonhams California,5/1/05
"D, 2001","$15,280 ","$15,000 ","$20,000 ",Signed on Reverse,"6.50"" x 4.50""",2001,Mixed Media,111,Bonhams California,5/1/05
"D, 2001","$15,280 ",n/a,n/a,Signed and Titled,"6.50"" x 4.50""",2001,bleach on cloth bound book in wood box / Cloth,111,Bonhams California,5/1/05
Black Yes,"$120,000 ","$40,000 ","$60,000 ",Signed,"23.00"" x 29.00""",1983,Pencil / Paper,121,"Christie's New York, Rockefeller Center",3/15/05
THIS IS IT,"$472,980Â Â (Â£254,400)","$334,660Â Â (Â£180,000)","$464,800Â Â (Â£250,000)",Signed and Titled,"36.02"" x 63.98""",1990,Acrylic / Canvas,32,"Sotheby's London, New Bond Street",2/10/05
Me and The,-not sold-,"$1,800 ","$2,500 ",Unsigned,"5.20"" x 7.50"" x 2.10""",2002,Mixed Media,641,Phillips de Pury & Co. (see Phillips),12/13/04
Days of the Week,"$366,400 ","$250,000 ","$350,000 ",Signed on Stretcher,"22.00"" x 80.00""",1979,Oil / Canvas,32,Phillips de Pury & Co. (see Phillips),11/11/04
Fun,"$65,730 ","$70,000 ","$90,000 ",Signed Initials,"14.00"" x 11.00""",1963,Ink / Paper,140,"Christie's New York, Rockefeller Center",11/11/04
Headlights are Similary to People's Eyes,"$71,700 ","$60,000 ","$80,000 ",Signed on Reverse,"14.00"" x 22.50""",1974,Pastel / Paper,165,"Christie's New York, Rockefeller Center",11/11/04
Big Nox (Big Night),"$21,510 ","$20,000 ","$30,000 ",Signed,"14.50"" x 14.50""",1992,Acrylic / Paper,186,"Christie's New York, Rockefeller Center",11/11/04
Statistical Significance,"$71,700 ","$30,000 ","$40,000 ",Signed,"23.00"" x 29.00""",1981,Chalk / Paper,187,"Christie's New York, Rockefeller Center",11/11/04
Time Ago,"$410,700 ","$200,000 ","$300,000 ",Signed on Reverse,"60.00"" x 60.00""",1995,Acrylic / Canvas,203,"Christie's New York, Rockefeller Center",11/11/04
Falling Cameras Rising Binoculars,"$107,550 ","$80,000 ","$120,000 ",Signed Initials,"40.00"" x 60.00""",1982,Acrylic / Paper,214,"Christie's New York, Rockefeller Center",11/11/04
Zero Xero,"$107,550 ","$80,000 ","$120,000 ",Signed,"60.00"" x 40.00""",1982,Acrylic / Paper,218,"Christie's New York, Rockefeller Center",11/11/04
Sunset Holloway,"$77,680 ","$50,000 ","$70,000 ",Signed,"40.20"" x 60.00""",1999,Acrylic / Board,219,"Christie's New York, Rockefeller Center",11/11/04
Wild Cats of the World,"$769,100 ","$400,000 ","$600,000 ",Signed on Reverse,"64.00"" x 64.00""",1985,Oil / Canvas,7,"Christie's New York, Rockefeller Center",11/10/04
Romance,"$1,127,500 ","$500,000 ","$700,000 ",Signed on Reverse,"54.70"" x 57.50""",1980,Oil / Canvas,47,"Christie's New York, Rockefeller Center",11/10/04
Irresistible Singles Win Incredible Dates,"$903,500 ","$600,000 ","$800,000 ",Signed on Reverse,"84.00"" x 84.00""",1989,Oil / Canvas,54,"Christie's New York, Rockefeller Center",11/10/04
Ford,-not sold-,"$80,000 ","$100,000 ",Signed,"18.50"" x 14.40""",1962,Pencil / Paper,162,Sotheby's New York,11/10/04
Rooster,"$176,000 ","$70,000 ","$90,000 ",Signed,"15.50"" x 24.00""",1967,Mixed Media / Paper,163,Sotheby's New York,11/10/04
Fleetwood,"$9,920Â Â (Â£6,000)","$9,920Â Â (Â£6,000)","$13,230Â Â (Â£8,000)",Inscribed and Signed,"11.81"" x 9.06""",2001,Acrylic / Card,248,"Sotheby's London, New Bond Street",6/24/04
Kay-Eye-Double-S,"$293,600 ","$250,000 ","$350,000 ",Signed on Overlap,"22.00"" x 79.70""",1979,Oil / Canvas,29,Phillips de Pury & Co. (see Phillips),5/13/04
Jelly,"$78,000 ","$50,000 ","$70,000 ",Signed,"14.00"" x 13.50""",1964,Ink / Paper,150,Sotheby's New York,5/13/04
Vanish,"$102,000 ","$40,000 ","$60,000 ",Signed,"11.50"" x 29.00""",1972,Mixed Media / Paper,151,Sotheby's New York,5/13/04
Exhibition of Sleepers,"$142,400 ","$70,000 ","$90,000 ",Signed,"40.20"" x 60.10""",1985,Acrylic / Paper,226,Sotheby's New York,5/13/04
The Joshua,"$276,800 ","$200,000 ","$300,000 ",Signed on Reverse,"80.00"" x 46.00""",1987,Acrylic / Canvas,227,Sotheby's New York,5/13/04
Polynesian Sickness,"$60,000 ","$50,000 ","$70,000 ",Signed,"21.00"" x 29.00""",1984,Oil / Paper,232,Sotheby's New York,5/13/04
N NO,"$60,000 ","$50,000 ","$70,000 ",Signed on Reverse,"20.00"" x 24.00""",1993,Acrylic / Linen,249,Sotheby's New York,5/13/04
Me,"$12,000 ","$8,000 ","$12,000 ",Signed,"7.70"" x 5.20"" x 1.30""",2001,Paper,252,Sotheby's New York,5/13/04
Room,"$86,040 ","$40,000 ","$60,000 ",Signed,"11.50"" x 29.00""",1972,Mixed Media / Paper,163,"Christie's New York, Rockefeller Center",5/12/04
Light,"$65,730 ","$35,000 ","$45,000 ",Unsigned,"17.20"" x 34.10""",1990,Mixed Media / Board,173,"Christie's New York, Rockefeller Center",5/12/04
Brave Men,"$141,900 ","$120,000 ","$180,000 ",Signed,"60.00"" x 40.20""",1986,Acrylic / Paper,174,"Christie's New York, Rockefeller Center",5/12/04
Polyester Hearts,"$175,500 ","$180,000 ","$250,000 ",Signed,"38.00"" x 38.00""",1990,Acrylic / Canvas,196,"Christie's New York, Rockefeller Center",5/12/04
The Major and the Minor,"$141,900 ","$180,000 ","$220,000 ",Signed on Reverse,"62.00"" x 90.00""",1982,Oil / Canvas,198,"Christie's New York, Rockefeller Center",5/12/04
News,"$623,500 ","$400,000 ","$600,000 ",Signed on Reverse,"96.00"" x 72.00""",1990,Acrylic / Canvas,4,"Christie's New York, Rockefeller Center",5/11/04
Boulangerie,"$399,500 ","$200,000 ","$300,000 ",Signed,"9.80"" x 14.00""",1961,Oil / Paper,10,"Christie's New York, Rockefeller Center",5/11/04
The Uncertain Trail,"$623,500 ","$400,000 ","$600,000 ",Signed on Stretcher,"47.00"" x 120.00""",1986,Acrylic / Canvas,33,"Christie's New York, Rockefeller Center",5/11/04
Damage,"$3,591,500 ","$1,800,000 ","$2,500,000 ",Unavailable,"72.00"" x 67.00""",1964,Oil / Canvas,48,"Christie's New York, Rockefeller Center",5/11/04
These are brave days,"$124,040Â Â (Â£75,000)","$82,700Â Â (Â£50,000)","$115,770Â Â (Â£70,000)",Signed and Dated,"39.76"" x 59.84""",1989,Gouache,180,"Christie's London, King Street",2/5/04
Fats,"$62,850Â Â (Â£38,000)","$49,620Â Â (Â£30,000)","$66,160Â Â (Â£40,000)",Signed Initials,"11.42"" x 29.13""",1971,Pastel / Paper,183,"Christie's London, King Street",2/5/04
Table,"$176,000 ","$150,000 ","$200,000 ",Signed on Reverse,"51.00"" x 66.00""",1996,Acrylic / Canvas,279,Sotheby's New York,11/13/03
Pole,"$114,000 ","$50,000 ","$70,000 ",Signed,"60.10"" x 40.20""",1986,Acrylic / Paper,283,Sotheby's New York,11/13/03
Not Only Securing The Last Letter But Damaging It As Well,"$1,912,000 ","$1,800,000 ","$2,200,000 ",Signed,"59.00"" x 55.00""",1964,Oil / Canvas,10,Sotheby's New York,11/12/03
Truth,"$545,600 ","$450,000 ","$650,000 ",Signed on Reverse,"53.70"" x 60.20""",1973,Oil / Canvas,53,Sotheby's New York,11/12/03
Styrene,"$74,090 ","$65,000 ","$85,000 ",Signed on Reverse,"22.70"" x 28.70""",1974,Mixed Media / Paper,337,"Christie's New York, Rockefeller Center",11/12/03
"Toy, Plans, Parts, Wheels","$209,100 ","$200,000 ","$250,000 ",Signed on Reverse,"22.00"" x 80.00""",1982,Oil / Canvas,382,"Christie's New York, Rockefeller Center",11/12/03
South to Sunset,"$53,780 ","$50,000 ","$70,000 ",Signed on Overlap,"16.00"" x 20.00""",1999,Acrylic / Canvas,391,"Christie's New York, Rockefeller Center",11/12/03
Mint (Red),"$1,575,500 ","$1,200,000 ","$1,800,000 ",Signed on Reverse,"60.00"" x 55.00""",1968,Oil / Canvas,43,"Christie's New York, Rockefeller Center",11/11/03
Name,"$769,100 ","$400,000 ","$600,000 ",Unsigned,"59.00"" x 145.50""",1987,Oil / Canvas,54,"Christie's New York, Rockefeller Center",11/11/03
Venetian canal,"$2,943Â Â (â‚¬2,000)","$3,679Â Â (â‚¬2,500)","$4,415Â Â (â‚¬3,000)",Signed,"24.41"" x 18.90""",not given,Watercolor / Paper,531,"Ketterer Kunst, Hamburg",10/24/03
Blankenese houses,"$1,471Â Â (â‚¬1,000)",n/a,n/a,Signed,"11.81"" x 15.75""",1952,Watercolor and pencil / Paper,532,"Ketterer Kunst, Hamburg",10/24/03
Gray Black Skinny Sex,"$38,240 ","$15,000 ","$20,000 ",Unsigned,"23.10"" x 29.10""",1979,Pastel / Paper,93,"Christie's New York, Rockefeller Center",9/23/03
Sheets with whisky stains,"$46,310Â Â (Â£28,000)","$24,810Â Â (Â£15,000)","$33,080Â Â (Â£20,000)",Signed and Dated,"14.17"" x 22.83""",1973,Watercolor and pencil / Paper,133,"Sotheby's London, New Bond Street",6/26/03
Wolf,"$53,780 ","$50,000 ","$70,000 ",Signed,"9.70"" x 11.50""",1964,Mixed Media / Paper,129,"Christie's New York, Rockefeller Center",5/15/03
The Dish,"$89,630 ","$30,000 ","$40,000 ",Signed,"40.00"" x 60.00""",1985,Acrylic / Paper,183,"Christie's New York, Rockefeller Center",5/15/03
Era Ends,"$321,100 ","$200,000 ","$300,000 ",Signed on Reverse,"64.00"" x 64.00""",not given,Mixed Media / Canvas,17,"Christie's New York, Rockefeller Center",5/14/03
Lemon Drops,-not sold-,"$200,000 ","$300,000 ",Signed,"11.20"" x 10.10""",1962,Mixed Media / Paper,47,"Christie's New York, Rockefeller Center",5/14/03
Dynamo,"$27,000 ","$12,000 ","$18,000 ",Signed,"11.00"" x 15.00""",1989,Mixed Media / Paper,200,Sotheby's New York,5/14/03
Me,"$9,600 ","$8,000 ","$12,000 ",Signed,"7.70"" x 5.20"" x 1.30""",2001,Paper Fabric,209,Sotheby's New York,5/14/03
Heaven,"$456,000 ","$250,000 ","$350,000 ",Signed,"59.20"" x 145.50""",1986,Oil / Canvas,36,Sotheby's New York,5/13/03
Who am I ?,"$297,700Â Â (Â£180,000)",n/a,"$248,090Â Â (Â£150,000)",Inscribed,"22.05"" x 79.92""",1979,Acrylic,40,"Sotheby's London, New Bond Street",2/6/03
Gray Black Skinny Sex,-not sold-,"$30,000 ","$40,000 ",Signed on Reverse,"23.10"" x 29.10""",1979,Pastel / Paper,112,"Christie's New York, Rockefeller Center",11/14/02
Blank,"$207,500 ","$70,000 ","$90,000 ",Signed on Reverse,"8.50"" x 8.00""",1963,Gouache / Board,133,"Christie's New York, Rockefeller Center",11/14/02
Spasm,"$295,500 ","$250,000 ","$350,000 ",Signed on Reverse,"60.00"" x 54.00""",1987,Acrylic / Canvas,190,"Christie's New York, Rockefeller Center",11/14/02
War Surplus,"$1,439,500 ","$1,500,000 ","$2,000,000 ",Unsigned,"71.00"" x 66.40""",1962,Oil / Canvas,18,"Christie's New York, Rockefeller Center",11/13/02
Desire,"$1,769,500 ","$1,000,000 ","$1,500,000 ",Signed,"60.00"" x 55.00""",1969,Oil / Canvas,29,"Christie's New York, Rockefeller Center",11/13/02
Cold Beer Beautiful Girls,"$537,500 ","$400,000 ","$600,000 ",Signed on Reverse,"84.00"" x 60.10""",1993,Acrylic / Canvas,39,"Christie's New York, Rockefeller Center",11/13/02
"Glass of Milk, Falling","$169,000 ","$150,000 ","$200,000 ",Signed on Reverse,"20.00"" x 24.00""",1967,Oil / Canvas,119,Sotheby's New York,11/13/02
Safe,"$43,020 ","$20,000 ","$25,000 ",Signed,"20.00"" x 30.00""",1990,Acrylic / Paper,123,Sotheby's New York,11/13/02
That Was Then This Is Now,"$504,500 ","$250,000 ","$350,000 ",Signed,"42.00"" x 96.00""",1989,Oil / Canvas,128,Sotheby's New York,11/13/02
Days of the Week,"$229,500 ","$175,000 ","$225,000 ",Signed on Reverse,"22.00"" x 80.00""",1979,Oil / Canvas,239,Sotheby's New York,11/13/02
Y-O-U (Three Artist Books,"$26,890 ","$20,000 ","$30,000 ",Signed,"11.50"" x 30.00""",1996,Acrylic / Paper,250,Sotheby's New York,11/13/02
The Land Beyond,-not sold-,"$250,000 ","$350,000 ",Signed on Reverse,"70.00"" x 112.00""",1991,Acrylic / Canvas,283,Sotheby's New York,11/13/02
The Last Thing I Need is a Pair of Binoculars,"$29,880 ","$20,000 ","$30,000 ",Signed,"23.00"" x 29.00""",1982,Mixed Media / Paper,284,Sotheby's New York,11/13/02
Very True,"$35,850 ","$20,000 ","$30,000 ",Unsigned,"22.50"" x 30.00""",1973,Pastel / Paper,285,Sotheby's New York,11/13/02
Honk,-not sold-,"$2,000,000 ","$3,000,000 ",Signed on Reverse,"71.50"" x 67.00""",1962,Oil / Canvas,37,Sotheby's New York,11/12/02
Ghost Ship,"$427,500 ","$350,000 ","$450,000 ",Signed on Reverse,"64.00"" x 64.00""",1986,Mixed Media / Canvas,63,Sotheby's New York,11/12/02
City Boy,"$65,730 ","$40,000 ","$60,000 ",Signed,"30.00"" x 40.00""",1990,Acrylic / Paper,124,Phillips de Pury & Co. (see Phillips),11/12/02
Peach,"$537,500 ","$400,000 ","$600,000 ",Signed,"30.00"" x 29.00""",1964,Oil / Canvas,11,Phillips de Pury & Co. (see Phillips),11/11/02
Fiber-optic suburbs,"$41,350Â Â (Â£25,000)","$29,770Â Â (Â£18,000)","$36,390Â Â (Â£22,000)",Signed and Dated,"29.92"" x 40.16""",1989,Acrylic / Paper,195,"Christie's London, King Street",6/28/02
"Today, today","$29,770Â Â (Â£18,000)","$29,770Â Â (Â£18,000)","$33,080Â Â (Â£20,000)",Signed and Dated,"22.44"" x 35.43""",1989,Acrylic / Paper,196,"Christie's London, King Street",6/28/02
You Know the Old Story,"$65,730 ","$30,000 ","$40,000 ",Signed on Reverse,"13.10"" x 21.50""",not given,Mixed Media / Paper,104,"Christie's New York, Rockefeller Center",5/15/02
Purely Polyester,"$35,850 ","$30,000 ","$40,000 ",Signed on Reverse,"23.70"" x 29.00""",not given,Pastel / Paper,105,"Christie's New York, Rockefeller Center",5/15/02
"Mr. Tomorrow, Mr. Yesterday","$295,500 ","$180,000 ","$220,000 ",Signed on Reverse,"55.00"" x 91.00""",1985,Acrylic / Canvas,138,"Christie's New York, Rockefeller Center",5/15/02
Screaming in Spanish,"$339,500 ","$120,000 ","$180,000 ",Signed on Reverse,"36.00"" x 40.00""",1974,Oil / Cloth,159,"Christie's New York, Rockefeller Center",5/15/02
Bamboo Pole,"$394,500 ","$180,000 ","$220,000 ",Signed on Reverse,"20.00"" x 158.70""",1980,Oil / Canvas,173,"Christie's New York, Rockefeller Center",5/15/02
OK,"$59,750 ","$15,000 ","$20,000 ",Signed,"20.00"" x 30.00""",1990,Acrylic / Paper,182,"Christie's New York, Rockefeller Center",5/15/02
8 Ball,"$50,190 ","$25,000 ","$35,000 ",Signed,"22.70"" x 29.00""",1981,Pastel / Paper,183,"Christie's New York, Rockefeller Center",5/15/02
Etc,"$504,500 ","$150,000 ","$200,000 ",Signed on Reverse,"84.00"" x 84.00""",1990,Acrylic / Canvas,189,"Christie's New York, Rockefeller Center",5/15/02
Talk About Space,"$3,529,500 ","$1,500,000 ","$2,000,000 ",Unsigned,"71.20"" x 66.70""",1963,Oil / Canvas,7,"Christie's New York, Rockefeller Center",5/14/02
Untitled,"$2,532,500 ","$1,000,000 ","$1,500,000 ",Signed,"67.00"" x 72.00""",1963,Oil / Canvas,22,Phillips de Pury & Co. (see Phillips),5/13/02
Remember and Forget,"$19,980 ","$22,000 ","$28,000 ",Signed,"78.00"" x 150.00""",1986,Wood,182,"Christie's New York, Rockefeller Center",2/20/02
Kidney beans on galvanized steel,"$31,420Â Â (Â£19,000)","$24,810Â Â (Â£15,000)","$33,080Â Â (Â£20,000)",Inscribed,"13.78"" x 22.83""",1974,Pastel / Paper,163,"Sotheby's London, New Bond Street",2/8/02
Christmas,"$15,000 ","$15,000 ","$20,000 ",Inscribed and Signed,"23.00"" x 13.00""",1961,Watercolor and gouache / Paper,11,Christie's Los Angeles,12/12/01
Christmas,"$17,630 ","$15,000 ","$20,000 ",Signed,"23.00"" x 12.50""",not given,Watercolor / Paper,11,Christie's Los Angeles,12/5/01
Large and Small Balls,-not sold-,"$150,000 ","$200,000 ",Signed,"20.00"" x 24.00""",not given,Oil / Canvas,16,Christie's Los Angeles,12/5/01
Let's Keep in Touch,"$126,750 ","$60,000 ","$80,000 ",Signed on Reverse,"22.00"" x 80.00""",1979,Oil / Canvas,124,Sotheby's New York,11/15/01
Untitled,"$687,750 ","$250,000 ","$350,000 ",Signed on Reverse,"60.00"" x 112.00""",1989,Acrylic / Canvas,25,Sotheby's New York,11/14/01
Banana Box,"$171,000 ","$200,000 ","$300,000 ",Signed on Reverse,"20.00"" x 24.00""",not given,Oil / Canvas,135,"Christie's New York, Rockefeller Center",11/14/01
Dynamo,"$171,000 ","$100,000 ","$150,000 ",Signed on Reverse,"59.20"" x 145.70""",1986,Oil / Canvas,189,"Christie's New York, Rockefeller Center",11/14/01
Honk,"$198,500 ","$100,000 ","$150,000 ",Signed,"11.00"" x 14.00""",1962,Acrylic / Paper,1,"Christie's New York, Rockefeller Center",11/13/01
Falling but Frozen (Fisk),-not sold-,"$900,000 ","$1,200,000 ",Unsigned,"72.00"" x 67.00""",not given,Oil / Canvas,5,"Christie's New York, Rockefeller Center",11/13/01
Judy,"$72,850 ","$50,000 ","$70,000 ",Signed on Reverse,"26.00"" x 30.00""",1992,Acrylic / Canvas,192,"Christie's New York, Rockefeller Center",5/19/01
Judy,"$62,000 ","$50,000 ","$70,000 ",Signed and Dated,"26.00"" x 30.00""",1992,Acrylic,192,"Christie's New York, Rockefeller Center",5/17/01
Bedcrumbs,"$149,000 ","$80,000 ","$120,000 ",Unsigned,"18.00"" x 48.00""",1973,Mixed Media / Cloth,23,"Christie's New York, Rockefeller Center",5/16/01
Statistical Significance,"$20,300 ","$18,000 ","$22,000 ",Signed,"23.00"" x 29.00""",1981,Watercolor / Paper,100,Sotheby's New York,5/16/01
Magnetic,"$58,250 ","$25,000 ","$30,000 ",Signed,"18.50"" x 35.00""",1972,Pastel / Paper,102,Sotheby's New York,5/16/01
Words Without Thoughts,"$21,450 ","$18,000 ","$22,000 ",Signed,"23.00"" x 29.00""",1985,Watercolor / Paper,124,Sotheby's New York,5/16/01
Iron Age Kisses,"$58,250 ","$40,000 ","$60,000 ",Signed on Reverse,"36.00"" x 42.00""",1990,Acrylic / Canvas,126,Sotheby's New York,5/16/01
Japan Is America,"$21,150 ","$14,000 ","$18,000 ",Signed,"23.00"" x 29.00""",1982,Pastel / Paper,92,"Christie's New York, ""East""",5/15/01
Truth,"$266,500 ","$250,000 ","$350,000 ",Signed,"53.40"" x 60.10""",1973,Oil / Canvas,40,Phillips de Pury & Co. (see Phillips),5/14/01
Columbian necklace for you,"$13,970Â Â (AUD16,000)","$13,970Â Â (AUD16,000)","$17,460Â Â (AUD20,000)",Inscribed and Signed,"20.08"" x 15.75""",1997,Acrylic / Board,50,Christie's Melbourne,4/3/01
"Kaiser, Fraser","$5,880 ","$7,000 ","$9,000 ",Signed,"14.50"" x 11.00""",1994,Gouache / Paper,112,"Christie's New York, ""East""",2/20/01
Safe,"$15,000 ","$14,000 ","$18,000 ",Signed and Dated,"20.00"" x 30.00""",1990,Acrylic,188,"Christie's New York, Rockefeller Center",11/16/00
Safe,"$17,630 ","$14,000 ","$18,000 ",Signed,"20.00"" x 30.00""",1990,Acrylic / Paper,188,"Christie's New York, Rockefeller Center",11/15/00
He Keeps Checking His Watch,"$25,850 ","$15,000 ","$20,000 ",Unavailable,"23.20"" x 29.10""",not given,Ink / Paper,189,"Christie's New York, Rockefeller Center",11/15/00
Anchor Stuck in Sand,"$69,750 ","$65,000 ","$85,000 ",Signed on Reverse,"60.20"" x 112.20""",1990,Acrylic / Canvas,275,Sotheby's New York,11/15/00
Grapes,"$110,000 ","$40,000 ","$60,000 ",Signed,"22.50"" x 28.70""",1967,Mixed Media / Paper,277,Sotheby's New York,11/15/00
Crackup,"$30,000 ","$25,000 ","$30,000 ",Signed Initials,"11.50"" x 29.10""",1972,Mixed Media / Paper,225,Phillips de Pury & Co. (see Phillips),11/14/00
Study for light,"$19,850Â Â (Â£12,000)","$19,850Â Â (Â£12,000)","$26,460Â Â (Â£16,000)",unknown,"17.00"" x 34.00""",1989,Acrylic / Board,64,"Sotheby's London, New Bond Street",10/26/00
Coyote,-not sold-,"$100,000 ","$150,000 ",Signed,"64.00"" x 56.00""",1986,Acrylic / Canvas,5070,Bonhams California,10/24/00
Honk,"$248,000 ","$35,000 ","$45,000 ",Signed,"15.60"" x 16.00""",1962,Mixed Media / Board,59,Christie's Los Angeles,6/7/00
House on 38th Street,"$149,000 ","$70,000 ","$90,000 ",Signed Initials,"20.00"" x 22.00""",1965,Oil / Canvas,62,Christie's Los Angeles,6/7/00
"Charlie, The Joshua Tree","$18,800 ","$20,000 ","$30,000 ",Signed,"24.00"" x 12.00""",1991,Acrylic / Canvas,116,Christie's Los Angeles,6/7/00
Big Dipper and North Star,"$24,680 ","$15,000 ","$20,000 ",Signed on Reverse,"15.10"" x 12.00""",1983,Acrylic / Canvas,119,Christie's Los Angeles,6/7/00
Good Ness,"$52,880 ","$30,000 ","$40,000 ",Signed,"36.00"" x 40.00""",1987,Acrylic / Canvas,120,Christie's Los Angeles,6/7/00
Japan Is America,-not sold-,"$18,000 ","$25,000 ",Signed,"23.00"" x 29.00""",1982,Pastel / Paper,124,Christie's Los Angeles,6/7/00
In the Year Of Our Lord (Color,"$11,750 ","$8,000 ","$12,000 ",Signed,"23.00"" x 25.60""",1978,Mixed Media / Paper,125,Christie's Los Angeles,6/7/00
Untitled,"$35,250 ","$18,000 ","$22,000 ",Signed,"14.50"" x 22.70""",1973,Paint / Paper,236,Sotheby's New York,5/18/00
Flash Fried,"$28,350 ","$25,000 ","$35,000 ",Signed,"11.50"" x 29.00""",1973,Mixed Media / Paper,277,Sotheby's New York,5/18/00
The Last Thing I Need is a Pair,"$23,750 ","$20,000 ","$30,000 ",Signed,"22.00"" x 28.00""",1982,Mixed Media / Paper,331,Sotheby's New York,5/18/00
Thousandths of an Inch,"$35,250 ","$20,000 ","$25,000 ",Signed on Reverse,"13.20"" x 22.70""",1973,Mixed Media / Paper,332,Sotheby's New York,5/18/00
