title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
UNTITLED,"$422,500","$350,000","$550,000",Signed and Dated,"27.25"" x 39.00""",1972,Pencil  and wax crayon / Paper,5,Sotheby's New York,11/13/2012
CRIMES OF PASSION I,"$5,794,500","$4,000,000","$6,000,000",Unavailable,"75.00"" x 78.75""",1960,Pencil  wax crayon and oil / Canvas,23,Sotheby's New York,11/13/2012
UNTITLED,-not sold-,"$2,000,000","$3,000,000",Unavailable,"29.13"" x 39.38""",1960,Crayon  lead pencil and oil based house paint / Canvas,25,Sotheby's New York,11/13/2012
"Orazio, pl. 3 (from Six Latin Writers and Poets)","$3,750","$5,000","$7,000",Unavailable,"9.90"" x 13.00""",1976,Lithograph with embossing / Paper,64080,Heritage Auctions,10/23/2012
UNTITLED,"$511,500","$400,550","$560,770",Signed Initials,"55.12"" x 39.37""",1976,"Mixed Media  graphite, oil, pastel and paper on two sheets of card",32,"Sotheby's London, New Bond Street",10/12/2012
Untitled,"$578,070","$560,070","$880,110",Signed and Dated,"27.36"" x 39.21""",1964,"Colored Pencil  with graphite, wax crayon and ballpoint pen / Paper",9,"Christie's London, King Street",10/11/2012
Cy Twombly Drawings 1954-1956 Galleria La Tartaruga Piazza del Popolo 3 Roma 26 Febbraio 1968 (study for an exhibition poster),-not sold-,"$15,000","$20,000",unknown,"27.50"" x 19.63""",1968,Ink / Paper,179,"Christie's New York, Rockefeller Center",09/19/2012
Untitled,"$3,384,250","$1,560,100","$2,340,150",Signed and Dated,"31.50"" x 39.37""",1962,Oil  with graphite and wax crayon / Canvas,5,"Christie's London, King Street",06/27/2012
Untitled,"$1,112,740","$546,040","$858,060",Signed and Dated,"26.54"" x 34.45""",1970,Gouache  with wax crayon / Paper,6,"Christie's London, King Street",06/27/2012
UNTITLED (ROME),"$2,854,000","$2,490,880","$3,424,960",Signed and Dated,"19.69"" x 23.62""",1961,"Lead pencil, oil based house paint and coloured pencil on canvas",5,"Sotheby's London, New Bond Street",06/26/2012
UNTITLED,"$970,900","$700,560","$1,011,920",Signed and Dated,"28.43"" x 39.76""",1964,"Ink, graphite and coloured pencil on paper",51,"Sotheby's London, New Bond Street",06/26/2012
UNTITLED (THE EMPIRE OF FLORA),"$3,725,810","$3,113,600","$4,670,400",unknown,"39.84"" x 58.27""",1961,"Pencil, oil based house paint and wax crayon on canvas",57,"Sotheby's London, New Bond Street",06/26/2012
Senza titolo,"$95,690","$50,100","$75,150",Signed and Dated,"39.45"" x 31.50""",1959,Oil / Canvas,22,Christie's Milan,05/30/2012
NATURAL? HISTORY? PART? I? MUSHROOMS,"$13,430","$5,060","$7,580",Signed Monogram,"22.05"" x 29.92""",1975,Mixed Media  with collage and drawing / Paper,173,Sotheby's Milan,05/24/2012-05/25/2012
Untitled,"$1,314,500","$1,200,000","$1,800,000",Signed and Dated,"11.75"" x 15.63""",1960,"Crayon  with lead pencil, and oil based house paint / Canvas",20,Phillips de Pury & Co. (see Phillips),05/10/2012
"Untitled (Paris, May 1963)",-not sold-,"$800,000","$1,200,000",Signed and Dated,"29.75"" x 42.50""",1963,Ink  with graphite and colored pencil / Paper,21,Phillips de Pury & Co. (see Phillips),05/10/2012
Led (Bolsena),"$6,242,500","$6,000,000","$8,000,000",Signed and Titled,"79.00"" x 94.75""",1969,"oil based house paint, wax crayon, and lead pencil / Canvas",25,Phillips de Pury & Co. (see Phillips),05/10/2012
UNTITLED  (ROMA),"$3,442,500","$2,000,000","$3,000,000",Signed and Dated,"19.75"" x 23.75""",1961,Oil  with lead pencil and wax crayon / Canvas,2,Sotheby's New York,05/09/2012
UNTITLED  (NEW  YORK  CITY),"$17,442,500","$15,000,000","$20,000,000",Signed and Dated,"56.50"" x 70.00""",1970,Oil  and wax crayon / Canvas,29,Sotheby's New York,05/09/2012
UNTITLED  (NEW  YORK  CITY),-not sold-,"$4,500,000","$6,000,000",Signed and Dated,"45.13"" x 53.25""",1956,Oil  with wax crayon and lead pencil / Canvas,41,Sotheby's New York,05/09/2012
Untitled (Roman Note 15),"$1,482,500","$600,000","$800,000",Signed and Dated,"27.63"" x 34.38""",1970,Gouache  and wax crayon / Board,125,"Christie's New York, Rockefeller Center",05/09/2012
Untitled No. 3,"$5,010,500","$5,000,000","$7,000,000",Signed and Dated,"99.25"" x 72.75""",2004,household paint / Panel,39,"Christie's New York, Rockefeller Center",05/08/2012
UNTITLED,"$605,340","$314,260","$471,390",Signed and Dated,"19.76"" x 27.52""",1962,"Oilstick  ,graphite and ink / Paper",65,"Sotheby's London, New Bond Street",02/15/2012
Untitled,-not sold-,"$125,700","$188,560",Signed and Dated,"27.68"" x 19.69""",1963,Mixed Media  graphite and pastel / Paper,272,"Christie's London, King Street",02/15/2012
Untitled,"$911,300","$473,610","$789,350",Signed and Dated,"27.56"" x 34.45""",1970,Gouache  and wax crayon / Card,24,"Christie's London, King Street",02/14/2012
Untitled,"$1,126,010","$552,550","$868,290",Signed and Dated,"27.56"" x 34.45""",1970,Gouache  and wax crayon / Card,47,"Christie's London, King Street",02/14/2012
Untitled,$350,$300,$500,Signed,"10.50"" x 8.50""",not given,Crayon / Paper,74,"William Jenack Auctioneers, Inc",01/29/2012
LANDSCAPE,-not sold-,"$250,000","$350,000",Signed and Dated,"11.13"" x 21.00""",1952,"Mixed Media  oil based house paint, oil and paper collage / Panel",111,Sotheby's New York,11/10/2011
MUSES,"$698,500","$500,000","$700,000",Signed and Dated,"27.50"" x 23.63""",1963,"Mixed Media  lead pencil, colored pencil, oil and wax crayon / Canvas",148,Sotheby's New York,11/10/2011
14 PAPERS,-not sold-,"$350,000","$450,000",Signed and Dated,"22.75"" x 22.50""",not given,"Mixed Media  gouache, watercolor, graphite, and felt-tip pen / Paper",160,Sotheby's New York,11/10/2011
VENERE FRANCHETTI,"$1,762,500","$1,800,000","$2,500,000",Signed and Titled,"55.13"" x 78.75""",1963,Oil paint and lead pencil / Canvas,21,Sotheby's New York,11/09/2011
Untitled (New York),"$1,650,500","$1,500,000","$2,000,000",Unavailable,"22.25"" x 5.63"" x 4.88""",not given,Bronze,33,"Christie's New York, Rockefeller Center",11/08/2011
"Untitled (Lexington, Virginia)","$5,234,500","$5,000,000","$7,000,000",Signed and Dated,"74.25"" x 98.00""",1959,"oil based house paint, lead pencil and colored pencil / Canvas",62,"Christie's New York, Rockefeller Center",11/08/2011
Untitled,"$9,042,500","$8,000,000","$12,000,000",Signed,"84.75"" x 66.00""",2006,Acrylic / Canvas,20,Phillips de Pury & Co. (see Phillips),11/07/2011
UNTITLED,"$941,980","$438,680","$548,350",Signed,"27.56"" x 39.37""",1971,"Gouache  chalk, pastel, and graphite / Paper",25,"Sotheby's London, New Bond Street",10/13/2011
"Reflection, c.1965","$39,170","$23,500","$31,330",Signed Lower Right,"34.02"" x 26.50""",not given,Crayon  and graphite / Paper,232,Phillips de Pury & Co. (see Phillips),10/13/2011
STUDY FOR TRIUMPH OF LOVE,"$78,890","$64,070","$96,110",Signed and Dated,"10.94"" x 13.90""",1960,Pencil  pastel and pen / Paper,158,"Sotheby's London, New Bond Street",06/30/2011
NINE DISCOURSES ON COMMODUS,"$155,780","$128,140","$192,220",Signed and Titled,"27.56"" x 19.69""",1964,Pencil  and crayon / Paper,159,"Sotheby's London, New Bond Street",06/30/2011
Idilion (2),-not sold-,"$399,450","$479,340",Unavailable,Dimensions not available,1976,Watercolor  on paper collage,226,"Christie's London, King Street",06/29/2011
"Natural history part I (III), 1974","$12,350","$23,240","$26,140",unknown,"29.80"" x 21.97""",1974,"Collage  ,pencil and lithograph / Paper",216,Meeting Art,06/04/2011-06/26/2011
Natural History Part I (Mushrooms),"$15,430","$11,240","$14,050",Signed Lower Right,"29.92"" x 22.05""",1974,Collage  and lithograph / Paper on board,222,BlindArte,05/24/2011
Untitled,"$1,650,500","$1,500,000","$2,000,000",Unsigned,"19.75"" x 23.88""",1961,Oil  and wax crayon / Canvas,17,"Christie's New York, Rockefeller Center",05/11/2011
Unititled,"$15,202,500","$10,000,000","$15,000,000",Unsigned,"48.00"" x 55.00""",1967,oil based house paint and wax crayon / Canvas,25,"Christie's New York, Rockefeller Center",05/11/2011
SESOSTRIS II,-not sold-,"$350,000","$450,000",Signed and Titled,"27.50"" x 39.50""",1974,Gouache  and crayon / Paper,134,Sotheby's New York,05/11/2011
UNTITLED,"$34,380","$20,000","$30,000",Signed and Dated,"12.00"" x 14.25""",1960,Pencil / Paper,35,Sotheby's New York,03/09/2011
Senza titolo - Natural History Part. 1,"$7,530","$6,700","$9,390",Signed Lower Right,"7.87"" x 5.71""",not given,Pastel / Paper,330,BlindArte,12/15/2010
Sans titre (Scenes from an ideal mariage),"$705,210","$599,900","$866,520",Unavailable,"20.47"" x 28.35""",1986,Pencil  watercolor and oil / Paper,10,Christie's Paris,12/08/2010
8 ODI DI ORAZIO,"$21,240","$19,990","$26,660",Signed,"19.69"" x 13.78""",not given,Pencil / Paper,237,Artcurial,12/07/2010
Roma,-not sold-,"$245,770","$300,390",Signed and Titled,"17.01"" x 19.76""",1964,"Charcoal  graphite, ink and pencil / Paper",106,Porro & C.,11/16/2010
Untitled,"$674,500","$350,000","$450,000",unknown,"23.00"" x 30.75""",1969,"Pencil  ,wax crayon, felt-tip pen and colored pencil / Paper",228,"Christie's New York, Rockefeller Center",11/11/2010
Untitled,-not sold-,"$300,000","$400,000",Inscribed and Signed,"27.50"" x 39.25""",1961,"Oil  ,wax crayon, graphite and colored pencil / Paper",229,"Christie's New York, Rockefeller Center",11/11/2010
"Untitled (Captiva Island, Florida)",-not sold-,"$250,000","$350,000",Inscribed and Signed,"29.00"" x 41.25""",1974,"Pencil  ,wax crayon and printed paper collage with tape / Paper",230,"Christie's New York, Rockefeller Center",11/11/2010
Untitled,-not sold-,"$150,000","$200,000",unknown,"21.75"" x 30.00""",1955,Pencil / Paper,231,"Christie's New York, Rockefeller Center",11/11/2010
Untitled,"$2,378,500","$800,000","$1,200,000",Signed and Dated,"34.50"" x 27.50""",1971,Crayon  and housepaint / Paper,1,"Christie's New York, Rockefeller Center",11/10/2010
Untitled,"$2,770,500","$1,500,000","$2,000,000",Signed Initials,"15.25"" x 9.75"" x 4.00""",1953,Bronze,4,"Christie's New York, Rockefeller Center",11/10/2010
Leda and the Swan,"$2,322,500","$1,500,000","$2,500,000",unknown,"39.50"" x 31.50""",1963,"Oil  ,graphite and wax crayon / Canvas",22,"Christie's New York, Rockefeller Center",11/10/2010
Untitled,"$1,314,500","$500,000","$700,000",Signed and Dated,"27.50"" x 34.25""",1970,Crayon  and housepaint / Paper,32,"Christie's New York, Rockefeller Center",11/10/2010
Untitled (Rome),-not sold-,"$1,200,000","$1,800,000",Signed and Dated,"54.13"" x 39.00""",1971,oil based housepaint and graphite / Canvas on board,72,"Christie's New York, Rockefeller Center",11/10/2010
UNTITLED (ROMAN NOTES),"$482,500","$400,000","$600,000",Signed and Dated,"33.00"" x 27.25""",1971,Gouache  and wax crayon / Paper,147,Sotheby's New York,11/10/2010
14 PAPERS,-not sold-,"$400,000","$600,000",Signed and Titled,"22.75"" x 22.50""",1983,"Watercolor and gouache  ,graphite and felt-tip pen / Paper",152,Sotheby's New York,11/10/2010
"Untitled, 1964","$698,500","$500,000","$700,000",Signed and Dated,"28.63"" x 39.75""",1964,"Ink  ,graphite and colored pencil / Paper",106,Phillips de Pury & Co. (see Phillips),11/08/2010
Untitled,-not,"$25,000","$35,000",Unsigned,"12.00"" x 16.88""",c.1964,Marker  and watercolor / Paper,91,Fuller's Fine Art Auctions,10/16/2010
Untitled,-not,"$25,000","$35,000",Unsigned,"11.75"" x 15.75""",c.1964,Pen and ink  and oil / Paper,92,Fuller's Fine Art Auctions,10/16/2010
Untitled,-not sold-,"$64,100","$96,140",Signed on Reverse,"13.58"" x 12.91""",1960,Ink / Paper,260,"Sotheby's London, New Bond Street",10/16/2010
Untitled,"$348,120","$288,430","$400,600",Signed and Dated,"27.56"" x 38.78""",1964,"ballpoint pen, pencil, pastel and coloured crayon / Paper",261,"Sotheby's London, New Bond Street",10/16/2010
Untitled (Gaeta),"$3,774,660","$3,013,400","$4,520,100",Inscribed and Signed,"108.23"" x 82.01""",2004,Acrylic / Panel,33,"Christie's London, King Street",06/30/2010
IDES OF MARCH,"$1,242,500","$1,053,920","$1,279,760",Signed on Reverse,"68.11"" x 78.35""",1962,Oil / Canvas,21,"Sotheby's London, New Bond Street",06/28/2010
UNTITLED,"$842,500","$800,000","$1,200,000",Signed and Dated,"27.50"" x 39.38""",1959,Oil  with penicl and wax crayon / Paper,5,Sotheby's New York,05/12/2010
Autoritratto (Self Portrait),"$422,500","$350,000","$450,000",Inscribed and Signed,"27.50"" x 19.50""",1963,"graphite, gouache, ink and wax crayon / Paper",236,"Christie's New York, Rockefeller Center",05/12/2010
Untitled (New York City),"$1,082,500","$450,000","$650,000",Inscribed and Signed,"30.00"" x 40.00""",1969,Oil  and wax crayon / Paper,55,"Christie's New York, Rockefeller Center",05/11/2010
Cy Twombly Drawings 1954-1956 Galleria La Tartaruga Piazza del Popolo 3 Roma 26 Febbraio 1968,"$22,390","$10,450","$14,930",Unavailable,"27.36"" x 19.49""",1968,Ink / Paper,91,"Christie's London, South Kensington",03/25/2010
Nine Discourses on Commodus by Cy Twombly at Leo Castelli,"$11,200","$10,450","$14,930",Unavailable,"27.36"" x 19.49""",not given,Pencil / Paper,92,"Christie's London, South Kensington",03/25/2010
Sans titre,"$222,770","$222,770","$297,020",Signed and Dated,"19.69"" x 27.56""",1963,Colored Pencil  and pencil / Paper,128,Pierre Berge,12/06/2009
Untitled,-not sold-,"$113,180",n/a,Signed and Dated,"27.95"" x 39.17""",1962,Pencil  chalk and pen / Paper,79,Hauswedell & Nolte,12/04/2009-12/05/2009
Untitled,"$842,500","$200,000","$300,000",Inscribed and Signed,"33.00"" x 27.50""",1971,Oil  with graphite and oilstick on paper board collage / Board,210,"Christie's New York, Rockefeller Center",11/11/2009
Silex Scintillans,"$386,500","$150,000","$200,000",Signed Initials,"39.25"" x 27.50""",1981-82,Oil  with oil stick and crayon / Paper,241,"Christie's New York, Rockefeller Center",11/11/2009
Untitled,"$722,500","$250,000","$350,000",Signed and Dated,"27.50"" x 39.13""",1959-61,"Pencil  ,colored pencil, ball point pen and wax crayon / Paper",20,"Christie's New York, Rockefeller Center",11/10/2009
Untitled - roma,-not sold-,"$2,000,340","$3,032,770",Unavailable,"39.41"" x 31.50""",1962,Oil  and crayon / Canvas,56,Seoul Auction,10/07/2009
REFLECTION,"$22,500","$20,000","$30,000",Signed,"34.00"" x 26.50""",c.1965,Pencil  and colored crayon / Paper,64,Sotheby's New York,09/24/2009
Untitled (Mushroom Series),"$171,030","$82,830","$115,960",Signed Initials,"30.00"" x 22.52""",1973-74,"Paper  Oil Stick, Pencil, Wax Crayon, Adhesive, and Printed Paper Collage / Paper",172,"Christie's London, King Street",07/01/2009
Untitled,"$1,325,990","$825,800","$1,156,120",Inscribed and Signed,"15.75"" x 19.69""",1961,"Oil  , Pencil and Crayon / Canvas",16,"Christie's London, King Street",06/30/2009
UNTITLED,"$302,500","$200,000","$300,000",Signed and Dated,"19.63"" x 27.50""",1962,"Ink  with graphite, colored oilstiks / Paper",142,"Christie's New York, Rockefeller Center",05/14/2009
UNTITLED,"$57,500","$60,000","$80,000",Signed and Dated,"12.00"" x 14.25""",1957,Pencil  and colored crayon / Paper,216,"Christie's New York, Rockefeller Center",05/14/2009
Untitled (Mushroom Series),-not sold-,"$80,000","$120,000",Signed Initials,"30.00"" x 22.50""",1973,"Paper  oil stick, graphite, wax crayon, adhesive, graphite and printed paper collage / Paper",230,"Christie's New York, Rockefeller Center",05/14/2009
UNTITLED,"$428,500","$450,000","$550,000",Signed Initials,"29.50"" x 21.88""",1988,Acrylic  and wax crayon / Paper,124,Sotheby's New York,05/13/2009
LICHTMAAL IV,"$104,500","$50,000","$70,000",Unsigned,"41.50"" x 29.50""",1976,"Watercolor  with pencil, crayon, waxed paper, cellophane tape and paper collage / Paper",244,Sotheby's New York,05/13/2009
MYO,"$338,500","$250,000","$350,000",Unavailable,"30.00"" x 40.25""",1951,Oil  and earth / Canvas,13,Sotheby's New York,05/12/2009
UNTITLED,"$992,500","$500,000","$700,000",Signed Initials,"39.38"" x 27.75""",1982,"Oil  , oil stick, crayon and pencil / Paper",24,Sotheby's New York,05/12/2009
Untitled,"$662,500","$700,000","$900,000",Unavailable,Dimensions not available,1981,"Left panel: oil, oil stick, and crayon; Right panel: oil / Paper",30,Sotheby's New York,05/12/2009
Untitled,-not sold-,"$115,480","$173,220",Signed and Dated,"19.09"" x 25.98""",1967,Graphite / Paper,117,"Christie's London, King Street",02/12/2009
Muses,"$391,720","$265,820","$369,200",Signed and Dated,"27.56"" x 23.62""",Rome in 1963,"Oil, wax crayon and pencil / Canvas",20,"Christie's London, King Street",02/11/2009
"NATURAL HISTORY, PART II, (SOME TREES OF ITALY)","$7,910","$5,060","$7,590",Signed and Titled,"29.92"" x 22.24""",not given,"colored crayons, papercollage and print / Paper",184,Sotheby's Amsterdam,12/03/2008
ON RETURNING FROM TONNICODA,"$549,070","$253,760","$380,640",Signed and Dated,"27.56"" x 39.37""",1973,Pastel and Oil / Cardboard,247,Sotheby's Milan,11/25/2008
Untitled (Roma)  double-sided,"$122,500","$150,000","$200,000",Inscribed and Signed,"13.75"" x 19.00""",1957,Pencil / Paper,114,"Christie's New York, Rockefeller Center",11/13/2008
Untitled (Mushroom Series),-not sold-,"$300,000","$400,000",Signed Initials,"30.00"" x 22.00""",1974,"paper, oil stick, wax crayon, adhesive, graphite and printed paper collage / Paper",155,"Christie's New York, Rockefeller Center",11/13/2008
Untitled (Mushroom Series),-not sold-,"$200,000","$300,000",Signed Initials,"30.00"" x 22.50""",1973-74,"paper, oil stick, graphite, wax crayon, adhesive, graphite and printed paper collage / Paper",156,"Christie's New York, Rockefeller Center",11/13/2008
Untitled,"$314,500","$250,000","$350,000",Unavailable,"44.13"" x 38.13""",1971,"graphite, crayon and gouache / Paperboard",211,"Christie's New York, Rockefeller Center",11/13/2008
Untitled,-not sold-,"$150,000","$250,000",Inscribed and Signed,"27.25"" x 39.38""",1957,"graphite, wax crayon and oil / Paper",213,"Christie's New York, Rockefeller Center",11/13/2008
UNTITLED,"$314,500","$300,000","$400,000",Signed on Reverse,"33.50"" x 27.50""",1971,"oil, pencil, oilstick and paper collage on paper / Card",157,Sotheby's New York,11/12/2008
UNTITLED,-not sold-,"$550,000","$750,000",Signed and Dated,"43.50"" x 37.75""",1971,GOUACHE AND WAX CRAYON / Paperboard,160,Sotheby's New York,11/12/2008
UNTITLED (A PAINTING IN TWO PARTS) (BASSANO IN TEVERINA),"$4,786,500","$4,000,000","$6,000,000",Unsigned,"63.25"" x 39.50""",not given,OIL AND WAX CRAYON / Panel,11,Sotheby's New York,11/11/2008
Untitled,"$20,000","$4,000","$6,000",Unavailable,"12.00"" x 16.75""",1964,"pencil, gouache and pastel / Paper",200,Fuller's Fine Art Auctions,10/25/2008
UNTITLED,"$313,560","$79,760","$119,640",Unavailable,"6.97"" x 9.33""",1965,oil and pencil / Canvas,254,"Sotheby's London, New Bond Street",07/02/2008
UNTITLED (THE EMPIRE OF FLORA),"$3,096,400","$1,594,800","$2,392,200",Inscribed and Signed,"39.84"" x 58.27""",1961,"pencil, oil based house paint and wax crayon / Canvas",52,"Sotheby's London, New Bond Street",07/01/2008
Roman Notes,"$935,450","$398,700","$598,050",Signed on Reverse,"27.56"" x 34.25""",1970,Gouache and crayon / Board,137,"Christie's London, King Street",07/01/2008
UNTITLED,"$553,000","$300,000","$400,000",Signed and Dated,"23.00"" x 27.00""",1961,Pencil and crayon / Paper,147,Sotheby's New York,05/15/2008
UNTITLED,"$577,000","$350,000","$450,000",Signed and Dated,"28.38"" x 39.88""",1964,Crayon and pencil / Paper,161,Sotheby's New York,05/15/2008
DEATH OF GIULIANO DE MEDICI,"$553,000","$450,000","$650,000",Signed and Titled,"39.50"" x 31.25""",1962,Pencil  Crayon and oil / Canvas,165,Sotheby's New York,05/15/2008
UNTITLED,"$3,065,000","$1,500,000","$2,000,000",Unavailable,"68.50"" x 82.25""",1968,"Oil based house paint, wax crayon and lead pencil / Canvas",78,Sotheby's New York,05/14/2008
Untitled (Roma),-not sold-,"$250,000","$350,000",Signed,"19.75"" x 27.50""",1963,Crayon and graphite / Paper,140,"Christie's New York, Rockefeller Center",05/14/2008
Untitled,"$265,000","$150,000","$200,000",Unavailable,"30.00"" x 22.50""",1974,"Mixed Media  Watercolor, crayon, tape, graphite, charcoal and paper / Paper",191,"Christie's New York, Rockefeller Center",05/14/2008
MUSES,"$1,474,840","$689,640","$886,680",Signed and Titled,"27.56"" x 23.62""",1963,"Oil, wax crayon and pencil / Canvas",50,"Sotheby's London, New Bond Street",02/27/2008
UNTITLED (ROME),"$2,688,610","$2,955,600","$3,940,800",Signed and Titled,"38.90"" x 59.61""",1961,"Wax crayon, pencil and oil / Canvas",57,"Sotheby's London, New Bond Street",02/27/2008
Roma,"$307,080","$196,220","$294,330",Signed and Titled,"17.01"" x 19.76""",1964,"Pencil, charcoal, ink and wax crayon / Paper",151,"Christie's London, King Street",02/07/2008
Lichtmaal IV,-not sold-,"$78,490","$117,730",Unavailable,"41.54"" x 29.53""",1976,"Watercolor, pencil, crayon, wax paper, cellotape and paper collage / Paper",165,"Christie's London, King Street",02/07/2008
Untitled (Rome),"$7,763,180","$2,955,150","$3,940,200",Signed Lower Right,"52.48"" x 62.76""",1958,Mixed Media / Canvas,24,"Christie's London, King Street",02/06/2008
"8 ODI DI ORAZIO, 1968",-not sold-,"$44,150","$58,860",Signed,"19.69"" x 13.78""",1968,Pencil / Paper,47,Artcurial,01/29/2008-01/30/2008
UNTITLED,"$5,081,000","$4,500,000","$6,000,000",Signed on Reverse,"38.50"" x 55.25""",not given,"Oil  Oil based house paint, wax crayon, colored pencil and pencil / Canvas",28,Sotheby's New York,11/14/2007
Val Gardena,-not sold-,"$400,000","$600,000",Signed,"27.50"" x 39.00""",1964,"Graphite, wax crayon, ink and colored pencil / Paper",138,"Christie's New York, Rockefeller Center",11/14/2007
Idillon (Diptych),"$553,000","$120,000","$180,000",Unsigned,Dimensions not available,1976,"Oil, watercolor, graphite, crayon and vellum collage / Paper",182,"Christie's New York, Rockefeller Center",11/14/2007
Roma,-not sold-,"$200,000","$300,000",Signed,"17.00"" x 19.70""",1964,"Graphite, charcoal, ink and crayon / Paper",231,"Christie's New York, Rockefeller Center",11/14/2007
Untitled,-not sold-,"$122,280","$163,040",Signed,"26.26"" x 33.78""",1965,Mixed Media / Paper,375,"Christie's London, King Street",10/16/2007
UNTITLED (ROMA),"$367,610","$162,930","$244,390",Signed,"16.97"" x 19.49""",1964,"Mixed Media  Graphite, colored pencil and wax crayon / Paper",220,"Sotheby's London, New Bond Street",10/15/2007
Study for an Exhibition Poster,"$55,000","$40,000","$60,000",Signed on Reverse,"27.63"" x 19.63""",1980,Graphite and blue oil stick / Paper,35,Sotheby's New York,09/12/2007
Untitled (No 53),"$619,970","$298,830","$498,050",Signed,"19.50"" x 27.25""",not given,Mixed Media / Paper,39,Phillips de Pury & Co. (see Phillips),06/22/2007
UNTITLED,-not sold-,"$219,140","$298,830",Signed on Reverse,"28.25"" x 39.13""",1961,graphite and pastel / Paper,112,"Sotheby's London, New Bond Street",06/22/2007
UNTITLED,-not sold-,"$69,730","$89,650",Inscribed and Signed,"27.50"" x 19.63""",1968,Ink / Cardboard,114,"Sotheby's London, New Bond Street",06/22/2007
Sesostris II (Captiva Island),"$619,470","$199,060","$298,590",Signed,"29.45"" x 41.61""",1974,Mixed Media / Paper,390,"Christie's London, King Street",06/21/2007
Reflection,"$40,800","$15,000","$20,000",Signed Lower Right,"34.00"" x 26.50""",1965,Mixed Media / Paper,210,Phillips de Pury & Co. (see Phillips),05/18/2007
Study for Achilles Mourning the Death of Patroclus,-not sold-,"$50,000","$70,000",Unsigned,"9.50"" x 9.50""",1962,Mixed Media / Paper,219,"Christie's New York, Rockefeller Center",05/17/2007
Untitled,"$120,000","$100,000","$150,000",Signed Lower Right,"27.50"" x 19.50""",1963,Mixed Media / Paper,220,"Christie's New York, Rockefeller Center",05/17/2007
UNTITLED,"$880,000","$400,000","$600,000",Signed,"25.63"" x 19.75""",1961,Mixed Media / Canvas,165,Sotheby's New York,05/16/2007
UNTITLED,-not sold-,"$120,000","$180,000",Signed,"33.75"" x 26.75""",1965,Pencil / Paper,169,Sotheby's New York,05/16/2007
UNTITLED,-not sold-,"$80,000","$120,000",Signed,"26.38"" x 33.88""",1965,Mixed Media / Paper,204,Sotheby's New York,05/16/2007
Untitled,"$677,950","$157,300","$235,940",Signed Lower Left,"27.50"" x 39.38""",1959,Acrylic / Paper,215,"Christie's London, King Street",02/09/2007
Untitled,"$448,290","$235,940","$353,920",Signed Lower Left,"27.50"" x 39.50""",1964,Mixed Media / Paper,246,"Christie's London, King Street",02/09/2007
Homage to the Square,-not sold-,"$294,930","$393,240",Signed Monogram,"24.00"" x 24.00""",1957,Oil / Masonite,247,"Christie's London, King Street",02/09/2007
Capitoli,"$4,232,850","$1,970,600","$2,955,900",Signed,"57.50"" x 70.13""",not given,Mixed Media / Canvas,16,"Christie's London, King Street",02/08/2007
Nine Discourses on Commodus,"$189,180","$118,240","$157,650",Signed,"27.50"" x 19.63""",1964,Mixed Media / Paper,384,"Sotheby's London, New Bond Street",02/08/2007
Untitled,"$31,200","$30,000","$40,000",Signed on Reverse,"17.75"" x 13.40""",1968,Pencil / Paper,1,Sotheby's New York,11/16/2006
Untitled (Off Africa),"$192,000","$90,000","$120,000",Signed,"10.70"" x 14.00""",1960,Mixed Media / Paper,149,"Christie's New York, Rockefeller Center",11/16/2006
Settebello,-not sold-,"$2,500,000","$3,500,000",Signed on Reverse,"37.70"" x 54.70""",1959,Mixed Media / Canvas,23,"Christie's New York, Rockefeller Center",11/15/2006
Untitled (Panorama),"$4,608,000","$4,500,000","$5,500,000",Signed,"58.10"" x 95.20""",1959,Mixed Media / Paper,39,"Christie's New York, Rockefeller Center",11/15/2006
Untitled (Roma),-not sold-,"$200,000","$300,000",Signed,"17.00"" x 19.50""",1964,Mixed Media / Paper,172,Sotheby's New York,11/15/2006
Untitled,-not sold-,"$200,000","$300,000",Signed,"20.00"" x 27.50""",1964,Mixed Media / Paper,173,Sotheby's New York,11/15/2006
UNTITLED,"$410,560","$278,910","$371,880",Signed on Reverse,"27.56"" x 34.25""",1969,"Tempera, charcoal and pastel / Paper",20,"Sotheby's London, New Bond Street",10/14/2006
Untitled,"$31,280","$35,840","$45,610",Unavailable,"12.52"" x 9.21""",1961,Pencil  and Ball Point Pen / Paper,158,"Christie's London, King Street",06/23/2006
IDILION,"$110,670","$92,230","$129,120",Unavailable,"55.12"" x 37.68""",1976,Collage / Paper,423,"Sotheby's London, New Bond Street",06/22/2006
Untitled,"$156,000","$120,000","$180,000",Signed on Reverse,"15.50"" x 17.00""",1962,Mixed Media / Paper,233,Sotheby's New York,05/11/2006
Death of Giuliano de Medici,"$520,000","$450,000","$650,000",Unsigned,"39.30"" x 31.20""",1962,Mixed Media / Canvas,43,Sotheby's New York,05/10/2006
Untitled,"$486,400","$200,000","$300,000",Signed on Reverse,"30.00"" x 40.00""",1969,Mixed Media / Canvas,200,"Christie's New York, Rockefeller Center",05/10/2006
Dionysus,"$192,000","$120,000","$180,000",Unsigned,"39.10"" x 27.50""",1975,Mixed Media / Paper,236,"Christie's New York, Rockefeller Center",05/10/2006
Galerie J no.4,"$9,600","$8,000","$12,000",Signed,"11.50"" x 10.00""",1961,Mixed Media / Paper,281,"Christie's New York, Rockefeller Center",03/16/2006
